GeneID	Symbol	log2FoldChange	AveExpr	t	P.Value	adj.P.Val	infected	control
3964	NA	19.519556075124267	11.193602571593566	5.428062078674919	6.65516225530724e-7	2.5095226435326892e-5	19.155526760131096	-0.36402931499317304
10058	NA	15.412049719381278	10.33656799552918	2.724205687332442	0.008006142126138299	0.04085118757045101	16.623061960013647	1.21101224063237
1509	NA	13.278892680601821	7.886684230751969	4.7220422328215585	1.0554239191807153e-5	2.2642599231662155e-4	13.303074666260605	0.024181985658783493
5357	NA	13.216331799305566	9.74156701619605	2.8111391143985287	0.006287185231193032	0.03389755610437311	15.132439197491733	1.9161073981861663
596	NA	10.518908896012704	7.4345076643735295	4.529513454968976	2.1748262712241507e-5	3.975419899907272e-4	11.72511524037871	1.2062063443660065
3157	NA	9.459333613933799	6.594645711095865	5.01842809853246	3.375239227236862e-6	9.067297288198449e-5	10.453058106253074	0.9937244923192752
8204	NA	8.318560993769687	7.649173286992012	2.7649599276901706	0.0071528870384834345	0.03743585868395469	11.042270534450699	2.7237095406810115
10206	NA	6.819646301075458	4.815589680946378	3.0283598917752204	0.003364935395275088	0.02069273866958779	7.597287514279788	0.7776412132043293
9276	NA	6.452446073816149	4.884018892629953	3.8539947396452234	2.4240779874974436e-4	0.0025971060228470056	7.515937685897067	1.0634916120809184
8503	NA	6.22417660460304	4.787469227799107	3.3557038020064414	0.0012419329715338272	0.009283286666993908	7.326278105992452	1.1021015013894129
1452	NA	6.060184895803683	4.09731166714337	5.3013198466019595	1.1058953136390096e-6	3.7515682263775894e-5	6.569229190431715	0.5090442946280314
5603	NA	5.851939255402676	4.598954729999915	3.2815672642180345	0.0015651426645763	0.011165004656359716	6.985929952598376	1.1339906971957001
2131	NA	5.677046259294751	5.908035683784746	2.6720476339822263	0.009233539270813248	0.04573714229800647	8.22367297376024	2.5466267144654884
2222	NA	5.346247458718544	3.6825865203652506	6.307454199898414	1.7562088036402628e-8	1.6523305453788401e-6	5.863292720632023	0.5170452619134788
2048	NA	5.25592513441768	5.268551013419721	2.985297314690318	0.003817878199215764	0.022946768743427434	7.412415212984826	2.1564900785671464
2920	NA	4.858430610184097	3.190541193803439	4.4050778581298315	3.4428939893491185e-5	5.792162829140282e-4	5.17226946901011	0.3138388588260123
10641	NA	4.748544567415848	2.894590175742085	6.738731756243052	2.795379843470635e-9	4.0283807201642717e-7	4.831496512451181	0.08295194503533261
7105	NA	4.711999810122135	3.9196735382086634	3.3188819595218493	0.0013936866988582424	0.010164235281198402	5.841673460758481	1.1296736506363465
9926	NA	4.62136572291376	3.6535273564699433	4.136972007078375	9.055787065873254e-5	0.0012050614284508502	5.538558111868976	0.9171923889552162
6499	NA	4.494959260168793	3.077815400336874	5.476339692730845	5.47800273231991e-7	2.1759844186715198e-5	4.911285624879409	0.4163263647106162
10245	NA	4.36013108490073	2.7127131178518042	4.459647762921794	2.816947791907647e-5	4.944290770016025e-4	4.491187639324471	0.13105655442374042
9467	NA	4.052544635699859	3.5387008068326837	2.904464734677777	0.0048240313285000825	0.02763456172538481	5.191712434552364	1.1391677988525049
2523	NA	4.0411009396433775	2.7597052749524464	3.7602611841612585	3.329671452019766e-4	0.003326093083989654	4.408049079280664	0.3669481396372861
9928	NA	3.787611856745178	3.509529659537034	4.302610757833445	5.00115361952087e-5	7.645678107474752e-4	5.054476601104148	1.26686474435897
11188	NA	3.647131777927278	3.5280039778517307	3.1525216739120956	0.0023230944737841113	0.015379745821811477	5.015649834637857	1.3685180567105792
5290	NA	3.6431008158556573	2.977873424445787	3.195082457983937	0.0020416218694832796	0.013846680245784082	4.46387507301849	0.8207742571628326
1017	NA	3.625713657628461	2.427345203861072	5.156807986288246	1.961739261901927e-6	5.8256761787151466e-5	3.9062547221042596	0.2805410644757985
1870	NA	3.619143523021271	3.073576136548759	3.000039075015398	0.003656815746535804	0.022208495500849593	4.54980573146533	0.9306622084440593
1019	NA	3.2925040347707815	2.671264048362085	4.062398637323416	1.1782469733263637e-4	0.0014710282897338548	4.014259115176481	0.7217550804056992
2058	NA	2.9458642166512004	3.021061742787032	3.9497194071902677	1.7449413474557944e-4	0.001987650713799217	4.222664252210548	1.276800035559348
11065	NA	2.942181508565338	2.5299042524103768	3.2393056202028294	0.001783181419526485	0.012383019271198115	3.7300046045883435	0.7878230960230055
10972	NA	2.879210964096413	2.445823018597187	3.528322465977174	7.160187755899786e-4	0.005990454112609227	3.6202380171101978	0.7410270530137846
7849	NA	2.874221552340712	2.1913402920420153	4.311954068290973	4.8346703611835395e-5	7.452447928225704e-4	3.3637201357599356	0.4894985834192235
1022	NA	2.666379614642791	2.6313818989284936	2.823566572101987	0.00607122946124692	0.03298265105062489	3.7189841101643695	1.0526044955215788
332	NA	2.5605051193015465	2.5167464532394175	3.7245913622291473	3.7527168009420956e-4	0.0036563419984021782	3.5611630150597864	1.0006578957582397
226	NA	2.5148917480769497	2.176229646197111	3.4074187616805154	0.0010548970307529457	0.008177871476937973	3.202040753965341	0.6871490058883912
11200	NA	2.5079872508347036	2.263016776404315	3.626803378736587	5.191125795216123e-4	0.004644034096875251	3.2860115760868913	0.7780243252521877
5257	NA	2.433786144535701	2.2582041638050048	3.9699740052503705	1.626751029542493e-4	0.0018948183984457984	3.250932722760356	0.8171465782246552
