refinebio_accession_code	experiment_accession	refinebio_age	refinebio_cell_line	refinebio_compound	refinebio_disease	refinebio_disease_stage	refinebio_genetic_information	refinebio_organism	refinebio_platform	refinebio_processed	refinebio_processor_id	refinebio_processor_name	refinebio_processor_version	refinebio_race	refinebio_sex	refinebio_source_archive_url	refinebio_source_database	refinebio_specimen_part	refinebio_subject	refinebio_time	refinebio_title	refinebio_treatment	assay	channel_count	characteristic_cell.type	characteristic_infect	characteristic_organism	characteristic_organism.part	characteristic_time	characteristics_ch1_agent	characteristics_ch1_disease.state	characteristics_ch1_tissue	contact_address	contact_city	contact_country	contact_department	contact_email	contact_institute	contact_laboratory	contact_name	contact_phone	contact_state	contact_zip.postal_code	data_processing	data_row_count	description	detected_platform	detection_percentage	extract	extract_protocol_ch1	file	geo_accession	geo_columns	growth_protocol_ch1	hyb_protocol	label_ch1	label_protocol_ch1	labeled.extract	last_update_date	mapped_percentage	molecule_ch1	organism_ch1	platform_id	scan_protocol	series_id	source_name_ch1	status	submission_date	supplementary_file	taxid_ch1	title	treatment_protocol_ch1	type
E.MEXP.3521.H_48h.treated.D5	E-MEXP-3521	NA	NA	NA	NA	NA	NA	HOMO_SAPIENS	Affymetrix Human Genome U133A Array (hgu133a)	True	99	Affymetrix SCAN	v1.4.7	NA	NA	https://www.ebi.ac.uk/arrayexpress/json/v3/experiments/E-MEXP-3521/samples	ARRAY_EXPRESS	dendritic cell	NA	48	E_48h treated D5	NA	H_48h treated D5	NA	dendritic cell	NA	Homo sapiens	blood	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	E_48h treated D5	NA	{'url': 'ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-3521/E-MEXP-3521.raw.1.zip/051503_D5_48h_HG-U133A.CEL', 'name': '051503_D5_48h_HG-U133A.CEL', 'type': 'data', 'comment': {'name': 'ArrayExpress FTP file', 'value': 'ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-3521/E-MEXP-3521.raw.1.zip'}}	NA	NA	NA	NA	NA	NA	{'name': 'L_48h treated D5', 'label': 'biotin'}	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
E.MEXP.3521.H_48h.treated.D6	E-MEXP-3521	NA	NA	NA	NA	NA	NA	HOMO_SAPIENS	Affymetrix Human Genome U133A Array (hgu133a)	True	99	Affymetrix SCAN	v1.4.7	NA	NA	https://www.ebi.ac.uk/arrayexpress/json/v3/experiments/E-MEXP-3521/samples	ARRAY_EXPRESS	dendritic cell	NA	48	E_48h treated D6	NA	H_48h treated D6	NA	dendritic cell	NA	Homo sapiens	blood	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	E_48h treated D6	NA	{'url': 'ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-3521/E-MEXP-3521.raw.1.zip/051603_D6_48h_HG-U133A.CEL', 'name': '051603_D6_48h_HG-U133A.CEL', 'type': 'data', 'comment': {'name': 'ArrayExpress FTP file', 'value': 'ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-3521/E-MEXP-3521.raw.1.zip'}}	NA	NA	NA	NA	NA	NA	{'name': 'L_48h treated D6', 'label': 'biotin'}	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
E.MEXP.3521.H_48h.treated.D7	E-MEXP-3521	NA	NA	NA	NA	NA	NA	HOMO_SAPIENS	Affymetrix Human Genome U133A Array (hgu133a)	True	99	Affymetrix SCAN	v1.4.7	NA	NA	https://www.ebi.ac.uk/arrayexpress/json/v3/experiments/E-MEXP-3521/samples	ARRAY_EXPRESS	dendritic cell	NA	48	E_48h treated D7	NA	H_48h treated D7	NA	dendritic cell	NA	Homo sapiens	blood	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	E_48h treated D7	NA	{'url': 'ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-3521/E-MEXP-3521.raw.1.zip/050903_D7_48h_HG-U1133A.CEL', 'name': '050903_D7_48h_HG-U1133A.CEL', 'type': 'data', 'comment': {'name': 'ArrayExpress FTP file', 'value': 'ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-3521/E-MEXP-3521.raw.1.zip'}}	NA	NA	NA	NA	NA	NA	{'name': 'L_48h treated D7', 'label': 'biotin'}	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
E.MEXP.3521.H_48h.treated.D8	E-MEXP-3521	NA	NA	NA	NA	NA	NA	HOMO_SAPIENS	Affymetrix Human Genome U133A Array (hgu133a)	True	99	Affymetrix SCAN	v1.4.7	NA	NA	https://www.ebi.ac.uk/arrayexpress/json/v3/experiments/E-MEXP-3521/samples	ARRAY_EXPRESS	dendritic cell	NA	48	E_48h treated D8	NA	H_48h treated D8	NA	dendritic cell	NA	Homo sapiens	blood	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	E_48h treated D8	NA	{'url': 'ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-3521/E-MEXP-3521.raw.2.zip/051703_D8_48h_HG-U133A.CEL', 'name': '051703_D8_48h_HG-U133A.CEL', 'type': 'data', 'comment': {'name': 'ArrayExpress FTP file', 'value': 'ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-3521/E-MEXP-3521.raw.2.zip'}}	NA	NA	NA	NA	NA	NA	{'name': 'L_48h treated D8', 'label': 'biotin'}	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
E.MEXP.3521.H_48h.treated.M11	E-MEXP-3521	NA	NA	NA	NA	NA	NA	HOMO_SAPIENS	Affymetrix Human Genome U133A Array (hgu133a)	True	99	Affymetrix SCAN	v1.4.7	NA	NA	https://www.ebi.ac.uk/arrayexpress/json/v3/experiments/E-MEXP-3521/samples	ARRAY_EXPRESS	macrophage	NA	48	E_48h treated M11	NA	H_48h treated M11	NA	macrophage	NA	Homo sapiens	blood	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	E_48h treated M11	NA	{'url': 'ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-3521/E-MEXP-3521.raw.2.zip/M11-48_U133A_10_12_04.CEL', 'name': 'M11-48_U133A_10_12_04.CEL', 'type': 'data', 'comment': {'name': 'ArrayExpress FTP file', 'value': 'ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-3521/E-MEXP-3521.raw.2.zip'}}	NA	NA	NA	NA	NA	NA	{'name': 'L_48h treated M11', 'label': 'biotin'}	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
E.MEXP.3521.H_48h.treated.M12	E-MEXP-3521	NA	NA	NA	NA	NA	NA	HOMO_SAPIENS	Affymetrix Human Genome U133A Array (hgu133a)	True	99	Affymetrix SCAN	v1.4.7	NA	NA	https://www.ebi.ac.uk/arrayexpress/json/v3/experiments/E-MEXP-3521/samples	ARRAY_EXPRESS	macrophage	NA	48	E_48h treated M12	NA	H_48h treated M12	NA	macrophage	NA	Homo sapiens	blood	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	E_48h treated M12	NA	{'url': 'ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-3521/E-MEXP-3521.raw.2.zip/050607_M12_48h_HG-U133A.CEL', 'name': '050607_M12_48h_HG-U133A.CEL', 'type': 'data', 'comment': {'name': 'ArrayExpress FTP file', 'value': 'ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-3521/E-MEXP-3521.raw.2.zip'}}	NA	NA	NA	NA	NA	NA	{'name': 'L_48h treated M12', 'label': 'biotin'}	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
E.MEXP.3521.H_48h.treated.M13	E-MEXP-3521	NA	NA	NA	NA	NA	NA	HOMO_SAPIENS	Affymetrix Human Genome U133A Array (hgu133a)	True	99	Affymetrix SCAN	v1.4.7	NA	NA	https://www.ebi.ac.uk/arrayexpress/json/v3/experiments/E-MEXP-3521/samples	ARRAY_EXPRESS	macrophage	NA	48	E_48h treated M13	NA	H_48h treated M13	NA	macrophage	NA	Homo sapiens	blood	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	E_48h treated M13	NA	{'url': 'ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-3521/E-MEXP-3521.raw.2.zip/050607_M13_48h_HG-U133A.CEL', 'name': '050607_M13_48h_HG-U133A.CEL', 'type': 'data', 'comment': {'name': 'ArrayExpress FTP file', 'value': 'ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-3521/E-MEXP-3521.raw.2.zip'}}	NA	NA	NA	NA	NA	NA	{'name': 'L_48h treated M13', 'label': 'biotin'}	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
E.MEXP.3521.H_48h.treated.M2	E-MEXP-3521	NA	NA	NA	NA	NA	NA	HOMO_SAPIENS	Affymetrix Human Genome U133A Array (hgu133a)	True	99	Affymetrix SCAN	v1.4.7	NA	NA	https://www.ebi.ac.uk/arrayexpress/json/v3/experiments/E-MEXP-3521/samples	ARRAY_EXPRESS	macrophage	NA	48	E_48h treated M2	NA	H_48h treated M2	NA	macrophage	NA	Homo sapiens	blood	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	E_48h treated M2	NA	{'url': 'ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-3521/E-MEXP-3521.raw.2.zip/M48_U133A_28_05_03.CEL', 'name': 'M48_U133A_28_05_03.CEL', 'type': 'data', 'comment': {'name': 'ArrayExpress FTP file', 'value': 'ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-3521/E-MEXP-3521.raw.2.zip'}}	NA	NA	NA	NA	NA	NA	{'name': 'L_48h treated M2', 'label': 'biotin'}	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
E.MEXP.3521.H_48h.treated.M5	E-MEXP-3521	NA	NA	NA	NA	NA	NA	HOMO_SAPIENS	Affymetrix Human Genome U133A Array (hgu133a)	True	99	Affymetrix SCAN	v1.4.7	NA	NA	https://www.ebi.ac.uk/arrayexpress/json/v3/experiments/E-MEXP-3521/samples	ARRAY_EXPRESS	macrophage	NA	48	E_48h treated M5	NA	H_48h treated M5	NA	macrophage	NA	Homo sapiens	blood	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	E_48h treated M5	NA	{'url': 'ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-3521/E-MEXP-3521.raw.2.zip/051503_M5_48h_HG-U133A.CEL', 'name': '051503_M5_48h_HG-U133A.CEL', 'type': 'data', 'comment': {'name': 'ArrayExpress FTP file', 'value': 'ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-3521/E-MEXP-3521.raw.2.zip'}}	NA	NA	NA	NA	NA	NA	{'name': 'L_48h treated M5', 'label': 'biotin'}	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
E.MEXP.3521.H_48h.treated.M6	E-MEXP-3521	NA	NA	NA	NA	NA	NA	HOMO_SAPIENS	Affymetrix Human Genome U133A Array (hgu133a)	True	99	Affymetrix SCAN	v1.4.7	NA	NA	https://www.ebi.ac.uk/arrayexpress/json/v3/experiments/E-MEXP-3521/samples	ARRAY_EXPRESS	macrophage	NA	48	E_48h treated M6	NA	H_48h treated M6	NA	macrophage	NA	Homo sapiens	blood	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	E_48h treated M6	NA	{'url': 'ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-3521/E-MEXP-3521.raw.2.zip/051603_M6_18h_HG-U133A.CEL', 'name': '051603_M6_18h_HG-U133A.CEL', 'type': 'data', 'comment': {'name': 'ArrayExpress FTP file', 'value': 'ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-3521/E-MEXP-3521.raw.2.zip'}}	NA	NA	NA	NA	NA	NA	{'name': 'L_48h treated M6', 'label': 'biotin'}	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
E.MEXP.3521.H_48h.treated.M7	E-MEXP-3521	NA	NA	NA	NA	NA	NA	HOMO_SAPIENS	Affymetrix Human Genome U133A Array (hgu133a)	True	99	Affymetrix SCAN	v1.4.7	NA	NA	https://www.ebi.ac.uk/arrayexpress/json/v3/experiments/E-MEXP-3521/samples	ARRAY_EXPRESS	macrophage	NA	48	E_48h treated M7	NA	H_48h treated M7	NA	macrophage	NA	Homo sapiens	blood	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	E_48h treated M7	NA	{'url': 'ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-3521/E-MEXP-3521.raw.2.zip/050903_M7_48h_HG-U1133A.CEL', 'name': '050903_M7_48h_HG-U1133A.CEL', 'type': 'data', 'comment': {'name': 'ArrayExpress FTP file', 'value': 'ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-3521/E-MEXP-3521.raw.2.zip'}}	NA	NA	NA	NA	NA	NA	{'name': 'L_48h treated M7', 'label': 'biotin'}	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
E.MEXP.3521.H_48h.treated.M8	E-MEXP-3521	NA	NA	NA	NA	NA	NA	HOMO_SAPIENS	Affymetrix Human Genome U133A Array (hgu133a)	True	99	Affymetrix SCAN	v1.4.7	NA	NA	https://www.ebi.ac.uk/arrayexpress/json/v3/experiments/E-MEXP-3521/samples	ARRAY_EXPRESS	macrophage	NA	48	E_48h treated M8	NA	H_48h treated M8	NA	macrophage	NA	Homo sapiens	blood	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	E_48h treated M8	NA	{'url': 'ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-3521/E-MEXP-3521.raw.2.zip/051703_M8_48h_HG-U133A.CEL', 'name': '051703_M8_48h_HG-U133A.CEL', 'type': 'data', 'comment': {'name': 'ArrayExpress FTP file', 'value': 'ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-3521/E-MEXP-3521.raw.2.zip'}}	NA	NA	NA	NA	NA	NA	{'name': 'L_48h treated M8', 'label': 'biotin'}	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
E.MEXP.3521.H_48.treated.D1	E-MEXP-3521	NA	NA	NA	NA	NA	NA	HOMO_SAPIENS	Affymetrix Human Genome U133A Array (hgu133a)	True	99	Affymetrix SCAN	v1.4.7	NA	NA	https://www.ebi.ac.uk/arrayexpress/json/v3/experiments/E-MEXP-3521/samples	ARRAY_EXPRESS	dendritic cell	NA	48	E_48h treated D1	NA	H_48 treated D1	NA	dendritic cell	NA	Homo sapiens	blood	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	E_48h treated D1	NA	{'url': 'ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-3521/E-MEXP-3521.raw.1.zip/D48_U133A_19_11_03.CEL', 'name': 'D48_U133A_19_11_03.CEL', 'type': 'data', 'comment': {'name': 'ArrayExpress FTP file', 'value': 'ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-3521/E-MEXP-3521.raw.1.zip'}}	NA	NA	NA	NA	NA	NA	{'name': 'L_48 treated D1', 'label': 'biotin'}	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
E.MEXP.3521.H_4h.treated.D11	E-MEXP-3521	NA	NA	NA	NA	NA	NA	HOMO_SAPIENS	Affymetrix Human Genome U133A Array (hgu133a)	True	99	Affymetrix SCAN	v1.4.7	NA	NA	https://www.ebi.ac.uk/arrayexpress/json/v3/experiments/E-MEXP-3521/samples	ARRAY_EXPRESS	dendritic cell	NA	4	E_4h treated D11	NA	H_4h treated D11	NA	dendritic cell	NA	Homo sapiens	blood	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	E_4h treated D11	NA	{'url': 'ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-3521/E-MEXP-3521.raw.2.zip/D11-4_U133A_10_12_04.CEL', 'name': 'D11-4_U133A_10_12_04.CEL', 'type': 'data', 'comment': {'name': 'ArrayExpress FTP file', 'value': 'ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-3521/E-MEXP-3521.raw.2.zip'}}	NA	NA	NA	NA	NA	NA	{'name': 'L_4h treated D11', 'label': 'biotin'}	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
E.MEXP.3521.H_4h.treated.D12	E-MEXP-3521	NA	NA	NA	NA	NA	NA	HOMO_SAPIENS	Affymetrix Human Genome U133A Array (hgu133a)	True	99	Affymetrix SCAN	v1.4.7	NA	NA	https://www.ebi.ac.uk/arrayexpress/json/v3/experiments/E-MEXP-3521/samples	ARRAY_EXPRESS	dendritic cell	NA	4	E_4h treated D12	NA	H_4h treated D12	NA	dendritic cell	NA	Homo sapiens	blood	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	E_4h treated D12	NA	{'url': 'ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-3521/E-MEXP-3521.raw.2.zip/050607_D12_4h_HG-U133A.CEL', 'name': '050607_D12_4h_HG-U133A.CEL', 'type': 'data', 'comment': {'name': 'ArrayExpress FTP file', 'value': 'ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-3521/E-MEXP-3521.raw.2.zip'}}	NA	NA	NA	NA	NA	NA	{'name': 'L_4h treated D12', 'label': 'biotin'}	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
E.MEXP.3521.H_4h.treated.D13	E-MEXP-3521	NA	NA	NA	NA	NA	NA	HOMO_SAPIENS	Affymetrix Human Genome U133A Array (hgu133a)	True	99	Affymetrix SCAN	v1.4.7	NA	NA	https://www.ebi.ac.uk/arrayexpress/json/v3/experiments/E-MEXP-3521/samples	ARRAY_EXPRESS	dendritic cell	NA	4	E_4h treated D13	NA	H_4h treated D13	NA	dendritic cell	NA	Homo sapiens	blood	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	E_4h treated D13	NA	{'url': 'ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-3521/E-MEXP-3521.raw.2.zip/050607_D13_4h_HG-U133A.CEL', 'name': '050607_D13_4h_HG-U133A.CEL', 'type': 'data', 'comment': {'name': 'ArrayExpress FTP file', 'value': 'ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-3521/E-MEXP-3521.raw.2.zip'}}	NA	NA	NA	NA	NA	NA	{'name': 'L_4h treated D13', 'label': 'biotin'}	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
E.MEXP.3521.H_4h.treated.D2	E-MEXP-3521	NA	NA	NA	NA	NA	NA	HOMO_SAPIENS	Affymetrix Human Genome U133A Array (hgu133a)	True	99	Affymetrix SCAN	v1.4.7	NA	NA	https://www.ebi.ac.uk/arrayexpress/json/v3/experiments/E-MEXP-3521/samples	ARRAY_EXPRESS	dendritic cell	NA	4	E_4h treated D2	NA	H_4h treated D2	NA	dendritic cell	NA	Homo sapiens	blood	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	E_4h treated D2	NA	{'url': 'ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-3521/E-MEXP-3521.raw.2.zip/D4_U133A_28_05_03.CEL', 'name': 'D4_U133A_28_05_03.CEL', 'type': 'data', 'comment': {'name': 'ArrayExpress FTP file', 'value': 'ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-3521/E-MEXP-3521.raw.2.zip'}}	NA	NA	NA	NA	NA	NA	{'name': 'L_4h treated D2', 'label': 'biotin'}	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
E.MEXP.3521.H_4h.treated.D5	E-MEXP-3521	NA	NA	NA	NA	NA	NA	HOMO_SAPIENS	Affymetrix Human Genome U133A Array (hgu133a)	True	99	Affymetrix SCAN	v1.4.7	NA	NA	https://www.ebi.ac.uk/arrayexpress/json/v3/experiments/E-MEXP-3521/samples	ARRAY_EXPRESS	dendritic cell	NA	4	E_4h treated D5	NA	H_4h treated D5	NA	dendritic cell	NA	Homo sapiens	blood	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	E_4h treated D5	NA	{'url': 'ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-3521/E-MEXP-3521.raw.2.zip/051503_D5_4h_HG-U133A.CEL', 'name': '051503_D5_4h_HG-U133A.CEL', 'type': 'data', 'comment': {'name': 'ArrayExpress FTP file', 'value': 'ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-3521/E-MEXP-3521.raw.2.zip'}}	NA	NA	NA	NA	NA	NA	{'name': 'L_4h treated D5', 'label': 'biotin'}	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
E.MEXP.3521.H_4h.treated.D6	E-MEXP-3521	NA	NA	NA	NA	NA	NA	HOMO_SAPIENS	Affymetrix Human Genome U133A Array (hgu133a)	True	99	Affymetrix SCAN	v1.4.7	NA	NA	https://www.ebi.ac.uk/arrayexpress/json/v3/experiments/E-MEXP-3521/samples	ARRAY_EXPRESS	dendritic cell	NA	4	E_4h treated D6	NA	H_4h treated D6	NA	dendritic cell	NA	Homo sapiens	blood	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	E_4h treated D6	NA	{'url': 'ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-3521/E-MEXP-3521.raw.2.zip/051603_D6_4h_HG-U133A.CEL', 'name': '051603_D6_4h_HG-U133A.CEL', 'type': 'data', 'comment': {'name': 'ArrayExpress FTP file', 'value': 'ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-3521/E-MEXP-3521.raw.2.zip'}}	NA	NA	NA	NA	NA	NA	{'name': 'L_4h treated D6', 'label': 'biotin'}	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
E.MEXP.3521.H_4h.treated.D7	E-MEXP-3521	NA	NA	NA	NA	NA	NA	HOMO_SAPIENS	Affymetrix Human Genome U133A Array (hgu133a)	True	99	Affymetrix SCAN	v1.4.7	NA	NA	https://www.ebi.ac.uk/arrayexpress/json/v3/experiments/E-MEXP-3521/samples	ARRAY_EXPRESS	dendritic cell	NA	4	E_4h treated D7	NA	H_4h treated D7	NA	dendritic cell	NA	Homo sapiens	blood	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	E_4h treated D7	NA	{'url': 'ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-3521/E-MEXP-3521.raw.2.zip/050903_D7_4h_HG-U1133A.CEL', 'name': '050903_D7_4h_HG-U1133A.CEL', 'type': 'data', 'comment': {'name': 'ArrayExpress FTP file', 'value': 'ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-3521/E-MEXP-3521.raw.2.zip'}}	NA	NA	NA	NA	NA	NA	{'name': 'L_4h treated D7', 'label': 'biotin'}	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
E.MEXP.3521.H_4h.treated.D8	E-MEXP-3521	NA	NA	NA	NA	NA	NA	HOMO_SAPIENS	Affymetrix Human Genome U133A Array (hgu133a)	True	99	Affymetrix SCAN	v1.4.7	NA	NA	https://www.ebi.ac.uk/arrayexpress/json/v3/experiments/E-MEXP-3521/samples	ARRAY_EXPRESS	dendritic cell	NA	4	E_4h treated D8	NA	H_4h treated D8	NA	dendritic cell	NA	Homo sapiens	blood	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	E_4h treated D8	NA	{'url': 'ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-3521/E-MEXP-3521.raw.2.zip/051703_D8_4h_HG-U133A.CEL', 'name': '051703_D8_4h_HG-U133A.CEL', 'type': 'data', 'comment': {'name': 'ArrayExpress FTP file', 'value': 'ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-3521/E-MEXP-3521.raw.2.zip'}}	NA	NA	NA	NA	NA	NA	{'name': 'L_4h treated D8', 'label': 'biotin'}	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
E.MEXP.3521.H_4h.treated.M11	E-MEXP-3521	NA	NA	NA	NA	NA	NA	HOMO_SAPIENS	Affymetrix Human Genome U133A Array (hgu133a)	True	99	Affymetrix SCAN	v1.4.7	NA	NA	https://www.ebi.ac.uk/arrayexpress/json/v3/experiments/E-MEXP-3521/samples	ARRAY_EXPRESS	macrophage	NA	4	E_4h treated M11	NA	H_4h treated M11	NA	macrophage	NA	Homo sapiens	blood	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	E_4h treated M11	NA	{'url': 'ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-3521/E-MEXP-3521.raw.2.zip/M11-4_U133A_10_12_04.CEL', 'name': 'M11-4_U133A_10_12_04.CEL', 'type': 'data', 'comment': {'name': 'ArrayExpress FTP file', 'value': 'ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-3521/E-MEXP-3521.raw.2.zip'}}	NA	NA	NA	NA	NA	NA	{'name': 'L_4h treated M11', 'label': 'biotin'}	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
