GO_ID	Description	GeneSetSize	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	bp_gene_length	log_observed_expected	pseudocount
GO:0000002	mitochondrial genome maintenance	11	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000012	single strand break repair	12	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000027	ribosomal large subunit assembly	11	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000028	ribosomal small subunit assembly	16	0.02857142857142857	18/16283	0.05555555555555555	25.846031746031745	4.895016913214057	0.03801128223831196	0.17748635551061803	0.13756336670093403	RPS5	1	8	-1.8971199848858813	0.14944312018495765
GO:0000038	very long-chain fatty acid metabolic process	19	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000045	autophagosome assembly	74	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000050	urea cycle	12	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000054	ribosomal subunit export from nucleus	5	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000055	ribosomal large subunit export from nucleus	7	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000056	ribosomal small subunit export from nucleus	7	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000070	mitotic sister chromatid segregation	35	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000076	DNA replication checkpoint signaling	13	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000077	DNA damage checkpoint signaling	40	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	31	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000082	G1/S transition of mitotic cell cycle	82	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000086	G2/M transition of mitotic cell cycle	50	0	0	0	0	0	1	1	1		0	0	0	0
